HYBRIDIZATION R	TCGA-AA-3841-01	TCGA-AA-3866-01	TCGA-AA-3870-01	TCGA-AA-3939-01	TCGA-AA-3941-01	TCGA-AA-3968-01	TCGA-AA-3970-01	TCGA-AA-3977-01	TCGA-AA-3979-01	TCGA-AA-3980-01
OSBP|5007	671	2163	2016	1378	1507	2190	1934	1135	2482	2146
OSCAR|126014	50	209	318	62	19	46	52	30	12	51
OSCP1|127700	21	52	123	51	34	62	91	43	98	95
OSGEPL1|64172	19	193	74	80	72	183	179	73	169	268
OSGEP|55644	339	869	427	537	1121	458	566	312	1424	499
OSGIN1|29948	163	123	152	74	269	106	180	50	260	73
OSGIN2|734	64	669	426	495	568	563	734	185	1479	938
OSMR|9180	101	372	256	117	81	283	111	88	48	132
OSM|5008	90	263	137	260	12	70	127	43	85	131
OSR1|130497	1	18	36	5	49	2	11	14	1	3
OSR2|116039	31	45	427	43	178	14	16	56	76	187
OST4|100128731	1784	2052	3793	3817	2989	1599	2154	1072	2780	2402
OSTBETA|123264	26	20	20	138	77	84	100	18	148	23
OSTCL|202459	1	6	1	12	5	12	9	10	10	13
OSTC|58505	278	1957	1579	5229	2589	1741	1558	1738	2028	3243
OSTF1|26578	356	1273	1612	1044	1714	760	1012	649	1349	1541
OSTM1|28962	69	734	301	594	397	774	694	305	792	738
OSTN|344901	0	0	0	0	0	0	0	0	0	0
OSTalpha|200931	36	7	74	82	105	22	8	8	128	36
OTC|5009	48	0	4	43	250	6	24	1	3	13
OTOA|146183	5	12	34	10	5	2	13	7	5	7
OTOF|9381	10	3	11	6	5	1	17	8	1	2
OTOL1|131149	0	0	0	0	0	0	0	0	0	0
OTOP1|133060	0	3	0	0	0	6	0	3	0	2
OTOP2|92736	9	0	9	0	6	13	0	0	3	2
OTOP3|347741	0	0	2	0	1	0	0	0	0	0
OTOR|56914	0	0	1	0	0	0	0	0	0	0
OTOS|150677	0	0	0	0	0	0	0	0	0	0
OTP|23440	0	0	1	0	3	1	0	0	0	0
OTUB1|55611	2482	2949	2665	2164	1742	2551	2427	1255	2987	2654
OTUB2|78990	110	122	282	441	310	69	122	115	194	114
OTUD1|220213	90	326	358	344	338	405	276	188	234	589
OTUD3|23252	39	155	190	264	282	386	422	204	405	325
OTUD4|54726	146	1111	683	768	836	1002	679	599	776	2317
OTUD5|55593	1780	1104	2002	961	1064	1459	838	523	874	1126
OTUD6A|139562	9	9	17	15	18	35	22	13	16	19
OTUD6B|51633	21	297	194	584	365	396	795	233	1701	972
OTUD7A|161725	3	34	13	6	6	33	42	23	17	19
OTUD7B|56957	172	468	461	319	393	476	394	163	556	449
OTX1|5013	71	89	65	3	12	10	20	34	28	59
OTX2|5015	2	0	0	0	1	0	1	11	0	1
OVCA2|124641	46	175	199	263	195	397	123	109	133	114
OVCH1|341350	0	0	4	0	2	0	0	0	0	2
OVCH2|341277	0	0	0	1	0	0	0	0	1	2
OVGP1|5016	68	39	135	177	97	90	139	33	140	68
OVOL1|5017	945	1199	1235	618	659	1212	976	433	1419	1408
OVOL2|58495	192	240	373	277	471	142	466	102	281	441
OXA1L|5018	847	2474	2379	1196	3293	1651	1228	1243	2241	2176
OXCT1|5019	103	205	456	542	1126	321	702	560	28	718
OXCT2|64064	33	9	19	7	15	16	43	21	8	20
OXER1|165140	26	42	13	24	5	75	57	1	58	184
OXGR1|27199	37	602	9	149	137	17	156	197	119	183
OXNAD1|92106	170	469	143	346	374	319	295	338	237	482
OXR1|55074	153	951	893	1040	1884	857	1906	372	2553	1928
OXSM|54995	105	340	161	433	277	314	351	267	310	426
OXSR1|9943	329	1801	1047	784	1260	1108	1124	766	646	1013
OXTR|5021	20	36	24	35	9	45	23	11	33	29
OXT|5020	2	4	1	6	0	3	7	0	1	1
P2RX1|5023	28	41	29	48	19	56	43	14	7	11
P2RX2|22953	0	0	12	0	0	2	0	2	1	0
P2RX3|5024	0	0	0	0	1	0	9	0	0	1
P2RX4|5025	621	993	1093	819	446	774	861	234	796	377
P2RX5|5026	713	1240	2301	1788	1417	2032	1042	840	953	937
P2RX6P|440799	0	0	0	0	0	0	0	0	0	0
P2RX6|9127	2	0	10	0	5	3	8	2	3	1
P2RX7|5027	5	71	57	6	5	14	18	18	18	20
P2RY10|27334	20	66	64	28	20	34	38	33	8	54
P2RY11|5032	72	89	213	85	87	118	97	58	128	170
P2RY12|64805	0	24	23	15	16	10	2	0	0	11
P2RY13|53829	16	226	62	48	50	107	100	21	19	200
P2RY14|9934	5	114	40	39	59	103	77	20	23	100
P2RY1|5028	10	26	23	37	2	18	80	65	8	126
P2RY2|5029	265	136	311	181	91	143	151	62	142	85
P2RY4|5030	2	1	1	0	0	0	0	0	0	0
P2RY6|5031	112	186	119	38	34	115	56	30	34	95
P2RY8|286530	54	127	95	56	62	90	136	27	13	77
P4HA1|5033	243	1513	1573	1357	1166	1682	1037	1082	1787	1007
P4HA2|8974	799	1622	2599	844	944	903	804	685	1896	1023
P4HA3|283208	27	88	97	14	18	44	9	10	14	15
P4HB|5034	9319	22093	22956	18891	14527	19365	20039	11048	19671	16295
P4HTM|54681	1166	848	1332	487	1210	839	1002	376	660	910
P704P|641455	13	11	97	31	38	6	7	17	31	10
PA2G4P4|647033	34	94	75	128	95	109	92	65	149	110
PA2G4|5036	1991	5289	4651	7000	4624	5604	5417	3864	7960	6235
PAAF1|80227	313	813	314	283	316	523	516	262	648	626
PABPC1L2A|340529	0	0	0	0	0	2	0	0	0	0
PABPC1L2B|645974	0	0	0	2	0	0	1	0	0	0
PABPC1L|80336	512	141	95	70	76	674	702	67	175	281
PABPC1P2|728773	7	13	30	18	17	32	34	9	19	12
PABPC1|26986	21164	30183	57893	40096	28313	32043	55251	13262	80966	73519
PABPC3|5042	125	241	505	242	259	250	414	118	667	481
PABPC4L|132430	5	19	41	12	4	30	7	5	8	14
PABPC4|8761	1462	1807	4335	2144	2837	2832	1880	1744	3427	3490
PABPC5|140886	1	11	1	8	0	9	4	4	7	6
PABPN1L|390748	0	0	0	0	0	0	2	0	0	0
PABPN1|8106	876	3592	2253	1605	3440	2563	2577	1683	2742	3001
PACRGL|133015	41	217	81	336	215	217	349	188	588	321
PACRG|135138	17	17	13	46	10	16	8	16	9	17
PACS1|55690	1006	1351	2391	400	306	1262	759	343	380	1321
PACS2|23241	803	1255	1685	549	2119	1015	1014	501	753	1156
PACSIN1|29993	11	8	24	4	2	14	18	6	3	3
PACSIN2|11252	1173	953	1120	591	1511	762	600	477	1234	670
PACSIN3|29763	179	214	176	85	303	322	168	77	360	151
PADI1|29943	50	28	481	462	55	7	15	34	27	17
PADI2|11240	466	551	712	1379	193	440	1096	1885	597	728
PADI3|51702	0	0	18	1165	13	0	23	43	2	7
PADI4|23569	3	4	2	1	2	5	1	0	5	0
PADI6|353238	1	0	7	0	0	1	1	3	1	1
PAEP|5047	2	9	4	10	8	1	3	2	11	2
PAF1|54623	1073	799	1139	577	608	761	673	430	652	471
PAFAH1B1|5048	717	1951	2764	1901	2856	3749	1536	1297	1613	1540
PAFAH1B2|5049	156	708	705	366	347	298	497	278	604	617
PAFAH1B3|5050	1367	716	1563	1008	772	880	901	428	1185	576
PAFAH2|5051	146	633	282	650	1048	547	575	435	576	531
PAG1|55824	140	571	698	547	323	669	806	201	2896	768
PAGE1|8712	0	5	0	2	0	0	1	1	0	0
PAGE2B|389860	0	0	1	0	1	0	0	0	1	0
PAGE2|203569	0	0	0	0	0	0	0	0	2	0
PAGE3|139793	0	0	0	0	0	0	0	0	0	0
PAGE4|9506	0	0	13	0	1	2	1	0	1	1
PAGE5|90737	0	0	1	1	2	0	0	0	0	0
PAH|5053	2	35	1	65	16	15	225	34	51	3
PAICS|10606	811	4986	2777	4934	3362	4160	2809	3198	4369	8601
PAIP1|10605	204	3493	1151	2705	1901	3357	2414	1615	3240	3302
PAIP2B|400961	54	228	171	96	7	238	212	25	179	138
PAIP2|51247	387	2280	1593	1610	1881	1146	1966	812	3496	1767
PAK1IP1|55003	80	534	191	571	352	719	559	489	1028	746
PAK1|5058	763	2704	2005	1697	1480	3623	1691	1096	2473	3049
PAK2|5062	509	4396	2131	1678	2426	2492	2174	1472	2689	2732
PAK3|5063	0	3	2	0	0	2	2	0	0	0
PAK4|10298	2794	1565	2837	1580	1078	1744	1520	811	1865	795
PAK6|56924	174	301	102	61	226	251	218	140	135	344
PAK7|57144	0	0	1	0	0	0	0	0	0	0
PALB2|79728	112	648	375	261	434	519	411	295	514	779
PALLD|23022	747	4153	3771	2359	1254	3232	1042	1526	543	1545
PALM2-AKAP2|445815	149	1014	634	293	164	627	360	198	240	316
PALM2|114299	4	33	32	16	12	14	50	17	18	40
PALM3|342979	102	63	196	64	31	20	250	7	67	18
PALMD|54873	9	81	67	32	52	75	34	34	16	54
PALM|5064	86	86	182	36	89	148	85	26	24	67
PAMR1|25891	59	102	221	81	59	237	74	23	50	59
PAM|5066	420	2111	4577	1507	3079	1393	1669	1176	2207	1731
PAN2|9924	502	363	181	388	900	1237	619	236	415	881
PAN3|255967	262	1067	1006	1347	1269	2440	1097	362	914	1292
PANK1|53354	108	970	334	437	609	1365	478	357	856	396
PANK2|80025	67	658	348	351	701	812	258	265	739	687
PANK3|79646	62	952	258	642	635	304	652	755	688	593
PANK4|55229	261	277	291	213	351	346	337	258	559	393
PANX1|24145	86	646	440	173	78	198	290	156	287	316
PANX2|56666	19	6	20	1	7	8	6	10	24	7
PANX3|116337	0	0	0	0	0	0	0	1	0	0
PAOX|196743	110	111	227	19	62	119	144	52	167	61
PAPD4|167153	130	1115	595	1162	990	929	1123	548	1269	1266
PAPD5|64282	86	550	207	399	755	671	499	287	941	780
PAPD7|11044	243	724	579	384	488	1142	471	328	645	868
PAPLN|89932	169	207	165	72	104	472	217	36	106	287
PAPL|390928	11	2	16	7	14	6	2	13	5	4
PAPOLA|10914	488	4663	2013	2661	4824	4747	4805	2461	4414	4800
PAPOLB|56903	0	0	0	0	0	0	0	0	0	0
PAPOLG|64895	44	390	283	234	268	336	297	221	528	449
PAPPA2|60676	12	2	40	3	1	2	4	5	4	1
PAPPA|5069	27	63	113	47	35	144	31	44	31	35
PAPSS1|9061	455	1278	1709	1497	948	968	783	525	888	1626
PAPSS2|9060	631	3399	1081	2730	2023	1240	1757	2052	2626	1544
PAQR3|152559	55	405	218	790	319	329	319	410	755	783
PAQR4|124222	970	1678	2922	480	1783	1064	977	647	1664	2248
PAQR5|54852	158	485	374	453	186	469	447	229	1112	319
PAQR6|79957	31	7	71	48	35	37	30	18	11	25
PAQR7|164091	131	230	413	135	199	232	266	95	203	160
PAQR8|85315	304	2946	1015	1425	1246	2340	1584	932	3066	3266
PAQR9|344838	1	4	2	0	0	0	0	2	0	0
PAR-SN|347746	11	37	20	12	6	36	59	3	6	5
PAR1|145624	0	0	0	0	0	0	1	0	3	0
PAR4|347745	2	1	28	1	3	0	0	3	4	0
PAR5|8123	0	3	1	0	0	1	7	0	0	0
PARD3B|117583	27	109	127	22	23	129	83	14	47	68
PARD3|56288	389	931	947	453	796	1175	737	351	1093	772
PARD6A|50855	199	345	216	102	233	166	219	78	267	142
PARD6B|84612	87	443	420	556	851	1006	931	199	818	518
PARD6G|84552	69	95	93	105	52	136	121	49	45	164
PARG|8505	141	555	353	507	353	594	642	444	617	468
PARK2|5071	14	65	62	31	31	80	65	14	17	64
PARK7|11315	1193	2837	1971	4545	3801	3099	3395	2385	5398	3335
PARL|55486	350	1440	618	1146	1010	924	987	785	1835	998
PARM1|25849	1391	6385	1807	6013	945	3119	5179	1836	2537	4250
PARN|5073	384	1461	1052	610	783	1176	836	422	987	1228
PARP10|84875	1298	1886	1408	555	1066	979	2525	563	4629	1903
PARP11|57097	22	200	116	192	88	276	152	57	155	223
PARP12|64761	694	1069	1063	444	639	1729	786	301	2023	1743
PARP14|54625	417	3487	1528	624	902	1560	2339	849	4906	1156
PARP15|165631	9	22	7	9	1	23	31	13	2	12
PARP16|54956	137	333	101	144	258	418	311	96	148	300
PARP1|142	1447	4676	2591	2211	1933	2913	2670	1623	2977	3951
PARP2|10038	101	609	289	192	616	381	374	312	906	472
PARP3|10039	419	724	768	254	416	396	389	247	96	326
PARP4|143	1721	4543	4272	4069	3749	8857	2999	1442	2676	4761
PARP6|56965	423	625	403	273	519	648	574	363	323	421
PARP8|79668	112	626	103	514	494	300	286	135	279	481
PARP9|83666	275	3005	1307	703	901	969	2078	825	6904	2157
PARS2|25973	192	258	394	136	161	283	262	152	301	315
PART1|25859	3	14	17	96	28	21	63	37	57	45
PARVA|55742	674	1658	1523	1038	562	1438	1353	680	1078	1367
PARVB|29780	652	343	1447	605	142	549	350	477	478	1168
PARVG|64098	78	284	184	82	57	156	141	45	32	195
PASD1|139135	0	0	2	2	0	0	0	11	2	3
PASK|23178	226	390	145	130	187	633	290	132	301	499
PATE1|160065	1	1	21	2	0	3	4	3	1	3
PATE2|399967	1	0	0	0	4	1	0	1	4	1
PATE3|100169851	0	0	0	0	0	0	0	0	0	0
PATE4|399968	0	0	0	0	0	0	2	0	2	0
PATL1|219988	592	1579	1546	804	727	2289	1105	844	2175	2606
PATL2|197135	13	11	10	4	10	17	34	8	1	21
PATZ1|23598	669	1219	1021	655	899	851	1144	349	1101	1046
PAWR|5074	109	608	367	542	594	528	493	480	557	591
PAX1|5075	0	0	1	0	2	0	0	0	0	0
PAX2|5076	1	1	5	3	0	0	2	1	1	0
PAX3|5077	2	0	4	0	0	0	2	0	0	0
PAX4|5078	1	0	2	0	0	0	0	0	0	0
PAX5|5079	37	3	63	3	37	2	4	6	3	2
PAX6|5080	4	32	47	53	44	36	33	22	32	50
PAX7|5081	0	94	8	1	1	0	0	1	0	2
PAX8|7849	40	227	299	56	278	54	206	56	241	21
PAX9|5083	6	73	46	59	86	7	20	21	29	41
PAXIP1|22976	323	544	396	291	500	764	271	400	540	665
PBK|55872	75	548	165	1060	1578	1108	557	671	664	714
PBLD|64081	66	615	177	478	735	458	544	90	157	165
PBOV1|59351	0	3	5	0	1	1	1	1	2	3
PBRM1|55193	257	1284	656	751	889	1189	949	633	556	1034
PBX1|5087	175	668	314	464	756	806	324	144	167	627
PBX2|5089	315	915	539	453	566	1408	673	429	535	922
PBX3|5090	122	375	521	70	284	300	285	100	110	147
PBX4|80714	40	30	48	31	102	58	72	24	76	54
PBXIP1|57326	708	1617	1730	825	789	1157	1252	256	743	787
PCA3|50652	0	4	1	2	3	3	2	0	6	4
PCBD1|5092	972	1693	2801	2379	2986	1637	1915	936	3721	1794
PCBD2|84105	108	584	300	394	588	265	369	192	428	357
PCBP1|5093	6790	9248	7026	4693	9486	7909	5709	3891	8732	7652
PCBP2|5094	10311	10056	14728	13309	5780	12517	9410	5555	6886	11212
PCBP3|54039	87	41	47	28	17	25	78	11	5	16
PCBP4|57060	678	475	1768	503	1259	392	356	218	220	333
PCCA|5095	399	1359	863	3304	537	789	460	3436	619	993
PCCB|5096	615	1865	1176	1257	1442	1008	1025	1099	1926	1452
PCDH10|57575	1	1	44	5	0	0	0	1	3	0
PCDH11X|27328	8	26	24	22	36	42	38	13	29	42
PCDH11Y|83259	7	46	52	59	78	99	73	42	65	77
PCDH12|51294	73	199	182	52	49	196	140	42	54	156
PCDH15|65217	0	0	7	0	0	0	0	0	0	0
PCDH17|27253	64	226	127	79	31	277	130	80	42	209
PCDH18|54510	130	374	264	416	177	892	407	198	227	486
PCDH19|57526	15	97	10	16	8	65	62	11	7	223
PCDH1|5097	2684	3035	7905	1487	1972	1374	1955	1090	2964	1165
PCDH20|64881	144	291	33	20	5	56	141	6	9	23
PCDH7|5099	67	349	192	149	71	232	402	68	54	56
PCDH8|5100	6	5	3	1	3	1	15	5	1	3
PCDH9|5101	1	7	12	10	1	4	3	9	2	1
PCDHA10|56139	1	18	3	8	2	4	11	0	4	2
PCDHA11|56138	0	10	0	2	0	1	0	5	0	4
PCDHA12|56137	2	8	8	4	1	4	4	1	0	2
PCDHA13|56136	3	18	1	6	0	2	8	1	1	3
PCDHA1|56147	1	13	2	4	1	4	6	1	2	3
PCDHA2|56146	0	10	4	4	2	0	3	1	3	3
PCDHA3|56145	4	10	7	3	1	6	7	1	1	0
PCDHA4|56144	60	179	53	6	1	3	19	7	21	48
PCDHA5|56143	4	40	1	7	1	7	9	3	1	2
PCDHA6|56142	6	17	4	0	2	2	6	1	2	5
PCDHA7|56141	3	10	4	4	3	3	3	4	4	8
PCDHA8|56140	2	6	0	5	1	1	2	0	3	1
PCDHA9|9752	2	16	8	7	7	13	19	3	8	12
PCDHAC1|56135	2	11	27	6	4	2	3	8	2	7
PCDHAC2|56134	7	27	13	14	3	3	25	6	5	1
PCDHB10|56126	12	91	37	59	21	65	6	14	4	7
PCDHB11|56125	4	152	83	51	6	7	11	8	4	6
PCDHB12|56124	3	49	19	10	6	13	5	6	0	3
PCDHB13|56123	10	196	13	23	7	38	13	23	11	11
PCDHB14|56122	21	232	295	145	92	59	88	55	5	97
PCDHB15|56121	5	38	26	16	12	34	24	1	2	13
PCDHB16|57717	7	170	38	15	13	134	2	4	3	3
PCDHB17|54661	2	9	8	2	1	3	2	0	0	2
PCDHB18|54660	6	13	3	3	5	6	2	2	2	1
PCDHB19P|84054	3	5	3	0	5	1	5	1	1	3
PCDHB1|29930	0	0	1	0	0	0	0	0	0	0
PCDHB2|56133	14	48	45	26	7	14	10	5	2	8
PCDHB3|56132	2	23	15	6	3	9	4	2	2	9
PCDHB4|56131	13	20	38	12	11	29	9	8	2	10
PCDHB5|26167	11	22	20	8	9	11	8	3	3	5
PCDHB6|56130	7	19	12	5	2	13	1	9	0	6
PCDHB7|56129	16	33	40	12	9	19	6	4	1	14
PCDHB8|56128	5	78	9	2	3	9	2	5	0	0
PCDHB9|56127	19	162	59	96	63	94	54	22	31	40
PCDHGA10|56106	29	325	206	14	14	110	155	29	148	15
PCDHGA11|56105	14	96	96	46	19	66	48	31	37	39
PCDHGA12|26025	14	64	53	21	9	46	30	16	26	27
PCDHGA1|56114	13	67	53	23	10	53	28	19	15	17
PCDHGA2|56113	9	56	53	19	13	37	22	21	14	26
PCDHGA3|56112	18	109	99	42	18	68	53	29	29	31
PCDHGA4|56111	15	48	38	22	14	37	24	15	22	17
PCDHGA5|56110	26	38	31	9	5	38	20	12	11	18
PCDHGA6|56109	20	57	26	14	8	44	23	8	11	12
PCDHGA7|56108	9	56	58	60	8	76	32	19	10	31
PCDHGA8|9708	6	43	24	11	3	33	20	9	11	18
PCDHGA9|56107	14	72	79	12	11	58	16	21	19	14
PCDHGB1|56104	17	56	22	13	7	29	23	11	12	19
PCDHGB2|56103	88	56	25	19	23	59	30	14	11	16
PCDHGB3|56102	10	38	27	15	6	41	22	13	15	12
PCDHGB4|8641	12	37	44	17	13	35	21	13	18	30
PCDHGB5|56101	19	58	50	15	7	51	24	18	15	10
PCDHGB6|56100	16	118	45	34	10	42	31	9	49	17
PCDHGB7|56099	24	83	79	20	17	57	28	16	24	36
PCDHGB8P|56120	0	0	0	0	0	3	1	0	0	1
PCDHGC3|5098	73	320	192	77	28	228	251	115	101	134
PCDHGC4|56098	8	41	27	9	9	34	24	15	13	19
PCDHGC5|56097	13	57	35	14	6	37	29	5	14	18
PCDP1|200373	0	0	0	2	0	0	0	0	0	0
PCF11|51585	173	711	514	611	612	1201	1048	494	821	1111
PCGEM1|64002	0	0	0	0	0	0	0	0	0	0
PCGF1|84759	145	242	358	218	274	192	196	147	318	283
PCGF2|7703	480	867	1491	484	562	786	738	345	560	790
PCGF3|10336	549	745	1091	626	1003	1410	1093	630	1087	1279
PCGF5|84333	319	2490	1031	1504	1712	2493	2319	1413	2333	1964
PCGF6|84108	25	198	159	203	177	463	253	164	487	254
PCID2|55795	782	1334	880	1780	1708	1842	1019	656	1536	1152
PCIF1|63935	1328	1299	926	646	1029	1327	1350	412	817	998
PCK1|5105	416	117	237	305	858	525	590	103	157	801
PCK2|5106	1888	2450	2201	1076	3754	1551	2037	1008	2664	3212
PCLO|27445	120	238	33	27	37	189	128	36	5	43
PCM1|5108	218	1631	724	1196	1506	2382	889	866	769	1272
PCMT1|5110	358	1726	1528	1411	1196	1731	1490	876	2953	2262
PCMTD1|115294	87	1361	690	1141	1318	927	1447	402	1728	1991
PCMTD2|55251	232	773	511	1323	1553	3339	1898	439	1388	2132
PCNAP1|359806	0	0	0	0	0	0	0	0	0	0
PCNA|5111	1421	11457	2836	4879	7673	9693	2316	3187	11418	10484
PCNP|57092	122	3848	1213	2863	3208	3478	3082	2035	6883	3630
PCNT|5116	391	549	421	284	256	552	567	306	848	754
PCNXL2|80003	161	250	616	188	306	118	347	75	56	183
PCNXL3|399909	1886	2154	2026	752	746	1678	1325	831	1594	1852
PCNX|22990	232	941	685	354	649	869	487	246	239	703
PCOLCE2|26577	0	7	126	37	44	3	13	36	5	10
PCOLCE|5118	789	1586	1665	594	331	1331	368	467	456	780
PCOTH|542767	27	0	55	39	11	34	13	14	15	32
PCP2|126006	1	1	4	0	3	4	11	0	1	5
PCP4L1|654790	2	16	5	4	1	5	15	1	0	0
PCP4|5121	8	108	27	83	8	1	1	29	0	2
PCSK1N|27344	256	17	90	12	35	76	609	12	35	8
PCSK1|5122	15	220	9	28	70	12	311	164	16	27
PCSK2|5126	0	4	8	3	2	2	10	3	1	1
PCSK4|54760	71	57	62	17	45	47	99	15	69	176
PCSK5|5125	90	85	272	25	139	79	55	15	4	70
PCSK6|5046	486	550	830	452	541	576	570	297	398	554
PCSK7|9159	1935	1578	2374	770	716	738	1025	672	954	1322
PCSK9|255738	1281	771	671	846	887	819	827	1374	2279	2933
PCTP|58488	368	1145	1006	1627	415	279	1001	412	767	630
PCYOX1L|78991	82	384	283	151	246	163	223	193	128	137
PCYOX1|51449	308	1151	960	829	891	2775	1347	700	1581	2444
PCYT1A|5130	253	559	386	268	251	273	379	250	642	189
PCYT1B|9468	2	7	21	6	6	19	14	5	11	11
PCYT2|5833	933	889	1183	766	1087	942	1493	703	801	844
PC|5091	439	330	243	294	135	337	352	103	236	128
PDAP1|11333	1675	2368	2830	1718	2845	2831	1037	1589	2877	2503
PDCD10|11235	72	2032	598	1411	1490	1003	1244	1008	2148	1137
PDCD11|22984	628	1019	1093	755	587	1192	1038	617	1247	770
PDCD1LG2|80380	11	163	63	27	8	50	33	30	12	69
PDCD1|5133	26	72	66	14	18	34	30	39	10	57
PDCD2L|84306	283	255	376	471	319	275	285	252	848	299
PDCD2|5134	311	1305	860	1123	1017	1506	1354	914	2627	1892
PDCD4|27250	393	2197	980	1764	1769	2750	2719	908	1490	1858
PDCD5|9141	344	921	995	2310	745	1195	1475	727	2402	1300
PDCD6IP|10015	1404	4316	2250	2823	4856	3834	3938	1799	2964	4284
PDCD6|10016	1966	3023	2137	4072	2457	2912	2433	1614	3701	2922
PDCD7|10081	167	465	283	322	230	609	528	304	344	440
PDCL2|132954	0	0	0	0	0	0	0	0	0	0
PDCL3|79031	121	582	293	520	355	668	594	300	850	734
PDCL|5082	162	644	928	474	391	552	577	485	658	1004
PDC|5132	0	0	1	0	0	0	1	0	1	0
PDDC1|347862	1122	1233	1113	929	840	1420	2488	982	2137	2133
PDE10A|10846	11	69	47	31	81	54	31	65	27	47
PDE11A|50940	14	27	17	53	13	1	50	16	3	18
PDE12|201626	343	903	834	713	918	921	833	656	557	1081
PDE1A|5136	13	54	138	55	31	75	56	45	25	40
PDE1B|5153	15	1039	131	28	11	27	24	19	11	44
PDE1C|5137	3	4	21	8	6	17	9	1	4	10
PDE2A|5138	40	96	96	29	28	78	60	16	12	41
PDE3A|5139	57	316	78	15	54	491	419	73	88	85
PDE3B|5140	75	985	218	367	303	407	582	207	387	825
PDE4A|5141	309	550	554	252	252	866	465	113	236	1179
PDE4B|5142	87	410	245	492	338	229	255	167	66	418
PDE4C|5143	94	47	107	234	343	229	186	76	346	505
PDE4DIP|9659	205	1446	663	579	654	816	731	342	658	766
PDE4D|5144	41	395	430	505	401	239	282	198	346	384
PDE5A|8654	44	471	235	159	248	551	247	231	135	759
PDE6A|5145	34	84	42	34	58	113	99	19	65	209
PDE6B|5158	14	24	101	20	15	25	23	24	14	20
PDE6C|5146	0	0	0	3	2	1	3	0	1	0
PDE6D|5147	86	620	454	322	375	495	440	168	780	598
PDE6G|5148	3	26	30	12	2	15	15	3	2	17
PDE6H|5149	0	0	0	0	0	0	0	0	0	0
PDE7A|5150	98	578	218	368	259	598	763	166	826	627
PDE7B|27115	9	14	18	17	6	45	32	13	9	22
PDE8A|5151	212	1146	387	490	855	965	1002	362	759	659
PDE8B|8622	14	23	16	8	28	53	29	28	7	34
PDE9A|5152	191	101	329	357	504	181	177	98	227	253
PDF|64146	255	441	158	261	261	259	222	202	315	373
PDGFA|5154	467	319	875	214	775	472	487	251	485	277
PDGFB|5155	221	314	603	180	219	362	266	134	144	227
PDGFC|56034	43	387	316	335	105	394	156	203	69	251
PDGFD|80310	26	51	52	162	63	248	176	57	53	203
PDGFRA|5156	317	808	522	463	521	1864	761	287	261	853
PDGFRB|5159	1144	2351	3624	653	437	2500	827	667	467	1092
PDGFRL|5157	18	65	57	27	3	17	18	20	9	16
PDHA1|5160	2209	2986	2636	2577	2236	2844	2687	1322	2898	3130
PDHA2|5161	0	0	0	0	1	0	0	1	0	0
PDHB|5162	514	2036	1018	1278	1175	1477	1293	1048	1045	1587
PDHX|8050	184	1062	426	503	696	802	1072	680	1354	866
PDIA2|64714	77	185	69	59	136	8	13	10	2	40
PDIA3P|171423	152	1345	571	614	950	883	720	867	722	625
PDIA3|2923	2907	16222	7105	8680	11952	11113	9138	11037	9429	7620
PDIA4|9601	2669	11665	9317	5971	10181	9151	3755	7030	9528	6013
PDIA5|10954	236	1200	616	660	508	577	721	648	1409	940
PDIA6|10130	2025	10746	5754	6235	7489	9043	7375	6760	10505	8178
PDIK1L|149420	52	299	166	275	526	465	567	218	541	550
PDILT|204474	0	0	0	1	0	0	0	0	0	0
PDK1|5163	116	529	384	673	360	506	639	677	963	739
PDK2|5164	973	838	1128	249	510	1281	1011	112	537	640
PDK3|5165	143	496	327	401	477	279	426	244	451	473
PDK4|5166	34	253	437	195	1058	387	214	73	90	277
PDLIM1|9124	2577	7037	7559	5716	8025	6597	6087	2649	10184	5215
PDLIM2|64236	854	432	995	713	959	483	372	197	269	235
PDLIM3|27295	153	969	733	569	237	509	260	83	65	151
PDLIM4|8572	150	326	563	116	49	133	64	77	61	88
PDLIM5|10611	436	2072	2148	2168	2563	1917	1073	1191	1414	2394
PDLIM7|9260	650	1401	2567	943	1213	737	513	294	666	490
PDP1|54704	182	767	914	835	942	651	1665	324	3575	1976
PDP2|57546	133	228	152	150	225	209	178	113	173	191
PDPK1|5170	1019	2200	1732	924	2573	2231	1639	566	1311	1461
PDPN|10630	243	1426	729	515	227	897	315	375	230	360
PDPR|55066	189	1127	679	193	647	711	290	306	490	447
PDRG1|81572	667	762	509	904	683	1013	1209	356	1155	650
PDS5A|23244	351	2327	928	2132	2473	3058	1553	1773	3043	3036
PDS5B|23047	139	1273	669	690	1085	1035	675	300	715	1064
PDSS1|23590	212	526	224	678	606	519	641	353	989	748
PDSS2|57107	136	865	227	599	553	719	577	553	891	986
PDX1|3651	265	266	661	259	510	240	162	25	128	134
PDXDC1|23042	1859	6261	3540	3269	5594	3905	3264	2253	4381	3886
PDXDC2|283970	520	556	346	504	1172	1367	964	358	695	933
PDXK|8566	3756	4895	5969	2558	3059	3544	2562	3059	10208	7303
PDXP|57026	206	249	143	144	321	247	312	129	445	276
PDYN|5173	0	2	0	0	0	0	0	0	1	0
PDZD11|51248	598	894	1430	1478	790	945	807	430	1118	803
PDZD2|23037	50	86	174	114	78	262	104	31	49	76
PDZD3|79849	146	67	182	115	246	195	219	16	224	224
